# project_name,OG
# subproject_name,
# primary_contact,Shannon Corrigan
# primary_contact_institution,Ocean Genomes Minderoo Ocean Omics Centre at University of Western Australia Crawley Perth Australia
# primary_contact_email,oceangenomes@uwa.edu.au
# date_of_update,17/06/2024
# schema_version,ebp_species_goat_2.6
"ncbi_taxon_id","species","subspecies","family","target_list_status","sequencing_status","synonym","publication_id"
"-","Butis prismatica","-","Eleotridae","long_list","-","Butis prismatica","-"
"-","Calumia eilperinae","-","Eleotridae","long_list","-","Calumia eilperinae","-"
"86228","Calumia godeffroyi","-","Eleotridae","long_list","-","-","-"
"2888830","Calumia papuensis","-","Eleotridae","long_list","-","-","-"
"2979722","Calumia profunda","-","Eleotridae","long_list","-","-","-"
"308079","Dormitator latifrons","-","Eleotridae","long_list","-","-","-"
"1839615","Dormitator lebretonis","-","Eleotridae","long_list","-","-","-"
"86230","Dormitator maculatus","-","Eleotridae","long_list","-","-","-"
"-","Dormitator pleurops","-","Eleotridae","long_list","-","Dormitator pleurops","-"
"-","Eleotris acanthopomus","-","Eleotridae","long_list","-","Eleotris acanthopomus","-"
"308078","Eleotris amblyopsis","-","Eleotridae","long_list","-","-","-"
"-","Eleotris balia","-","Eleotridae","long_list","-","Eleotris balia","-"
"-","Eleotris danius","-","Eleotridae","long_list","-","Eleotris danius","-"
"-","Eleotris diamsoi","-","Eleotridae","long_list","-","Eleotris diamsoi","-"
"-","Eleotris eigenmanni","-","Eleotridae","long_list","-","Eleotris eigenmanni","-"
"86233","Eleotris fusca","-","Eleotridae","long_list","-","-","-"
"2593168","Eleotris lutea","-","Eleotridae","long_list","-","-","-"
"-","Eleotris macrocephala","-","Eleotridae","long_list","-","Eleotris macrocephala","-"
"-","Eleotris macrolepis","-","Eleotridae","long_list","-","Eleotris macrolepis","-"
"-","Eleotris mauritiana","-","Eleotridae","long_list","-","Eleotris mauritiana","-"
"86234","Eleotris melanosoma","-","Eleotridae","long_list","-","-","-"
"86235","Eleotris oxycephala","-","Eleotridae","long_list","-","-","-"
"308086","Eleotris pisonis","-","Eleotridae","long_list","-","-","-"
"-","Eleotris sahanaensis","-","Eleotridae","long_list","-","Eleotris sahanaensis","-"
"-","Eleotris valadei","-","Eleotridae","long_list","-","Eleotris valadei","-"
"-","Eleotris vittata","-","Eleotridae","long_list","-","Eleotris vittata","-"
"308090","Erotelis armiger","-","Eleotridae","long_list","-","-","-"
"166776","Erotelis smaragdus","-","Eleotridae","long_list","-","-","-"
"-","Giuris caussei","-","Eleotridae","long_list","-","Giuris caussei","-"
"-","Giuris charpini","-","Eleotridae","long_list","-","Giuris charpini","-"
"1095382","Giuris margaritacea","-","Eleotridae","long_list","-","-","-"
"1095382","Giuris margaritaceus","-","Eleotridae","long_list","-","-","-"
"3040408","Giuris tolsoni","-","Eleotridae","long_list","-","-","-"
"-","Giuris viator","-","Eleotridae","long_list","-","Giuris viator","-"
"-","Giuris yahayai","-","Eleotridae","long_list","-","Giuris yahayai","-"
"226931","Gobiomorphus cotidianus","-","Eleotridae","long_list","-","-","-"
"587583","Gobiomorphus gobioides","-","Eleotridae","long_list","-","-","-"
"86237","Gobiomorphus hubbsi","-","Eleotridae","long_list","-","-","-"
"587584","Gobiomorphus huttoni","-","Eleotridae","long_list","-","-","-"
"308076","Gobiomorus dormitor","-","Eleotridae","long_list","-","-","-"
"1366228","Gobiomorus polylepis","-","Eleotridae","long_list","-","-","-"
"1182195","Guavina guavina","-","Eleotridae","long_list","-","-","-"
"308099","Guavina micropus","-","Eleotridae","long_list","-","-","-"
"86239","Hypseleotris cyprinoides","-","Eleotridae","long_list","-","-","-"
"1821163","Hypseleotris guentheri","-","Eleotridae","long_list","-","-","-"
"-","Hypseleotris leuciscus","-","Eleotridae","long_list","-","Hypseleotris leuciscus","-"
"-","Odonteleotris canina","-","Eleotridae","long_list","-","Odonteleotris canina","-"
"-","Odonteleotris polylepis","-","Eleotridae","long_list","-","Odonteleotris polylepis","-"
"86248","Ophiocara porocephala","-","Eleotridae","long_list","sample_acquired","-","-"
"-","Oxyeleotris mertoni","-","Eleotridae","long_list","-","Oxyeleotris mertoni","-"
"-","Oxyeleotris siamensis","-","Eleotridae","long_list","-","Oxyeleotris siamensis","-"
"3040458","Parviparma straminea","-","Eleotridae","long_list","-","-","-"
"587585","Philypnodon macrostomus","-","Eleotridae","long_list","-","-","-"
"-","Pogoneleotris heterolepis","-","Eleotridae","long_list","-","Pogoneleotris heterolepis","-"
"203277","Aboma etheostoma","-","Gobiidae","long_list","-","-","-"
"-","Acanthogobius elongatus","-","Gobiidae","long_list","-","Acanthogobius elongatus","-"
"86203","Acanthogobius flavimanus","-","Gobiidae","long_list","-","-","-"
"267130","Acanthogobius hasta","-","Gobiidae","long_list","-","-","-"
"2768273","Acanthogobius insularis","-","Gobiidae","long_list","-","-","-"
"1231916","Acanthogobius lactipes","-","Gobiidae","long_list","-","-","-"
"1231917","Acanthogobius luridus","-","Gobiidae","long_list","-","-","-"
"2747431","Acanthogobius stigmothonus","-","Gobiidae","long_list","-","-","-"
"-","Acentrogobius andhraensis","-","Gobiidae","long_list","-","Acentrogobius andhraensis","-"
"1297157","Acentrogobius audax","-","Gobiidae","long_list","-","-","-"
"-","Acentrogobius brevirostris","-","Gobiidae","long_list","-","Acentrogobius brevirostris","-"
"376894","Acentrogobius caninus","-","Gobiidae","long_list","-","-","-"
"-","Acentrogobius cenderawasih","-","Gobiidae","long_list","-","Acentrogobius cenderawasih","-"
"-","Acentrogobius cyanomos","-","Gobiidae","long_list","-","Acentrogobius cyanomos","-"
"2527884","Acentrogobius dayi","-","Gobiidae","long_list","-","-","-"
"-","Acentrogobius ennorensis","-","Gobiidae","long_list","-","Acentrogobius ennorensis","-"
"-","Acentrogobius griseus","-","Gobiidae","long_list","-","Acentrogobius griseus","-"
"376739","Acentrogobius janthinopterus","-","Gobiidae","long_list","-","-","-"
"-","Acentrogobius limarius","-","Gobiidae","long_list","-","Acentrogobius limarius","-"
"-","Acentrogobius masoni","-","Gobiidae","long_list","-","Acentrogobius masoni","-"
"2608407","Acentrogobius moloanus","-","Gobiidae","long_list","-","-","-"
"2507731","Acentrogobius multifasciatus","-","Gobiidae","long_list","-","-","-"
"1003993","Acentrogobius nebulosus","-","Gobiidae","long_list","-","-","-"
"376893","Acentrogobius pflaumii","-","Gobiidae","long_list","-","-","-"
"-","Acentrogobius quinquemaculatus","-","Gobiidae","long_list","-","Acentrogobius quinquemaculatus","-"
"-","Acentrogobius simplex","-","Gobiidae","long_list","-","Acentrogobius simplex","-"
"2996056","Acentrogobius suluensis","-","Gobiidae","long_list","-","-","-"
"3040385","Acentrogobius vanderloosi","-","Gobiidae","long_list","-","-","-"
"508005","Acentrogobius viganensis","-","Gobiidae","long_list","-","-","-"
"-","Acentrogobius violarisi","-","Gobiidae","long_list","-","Acentrogobius violarisi","-"
"1765757","Acentrogobius virgatulus","-","Gobiidae","long_list","-","-","-"
"508006","Acentrogobius viridipunctatus","-","Gobiidae","long_list","sample_acquired","-","-"
"-","Afurcagobius suppositus","-","Gobiidae","long_list","-","Afurcagobius suppositus","-"
"-","Akko brevis","-","Gobiidae","long_list","-","Akko brevis","-"
"-","Akko dionaea","-","Gobiidae","long_list","-","Akko dionaea","-"
"-","Akko rossi","-","Gobiidae","long_list","-","Akko rossi","-"
"497222","Amblychaeturichthys hexanema","-","Gobiidae","long_list","-","-","-"
"1043171","Amblychaeturichthys sciistius","-","Gobiidae","long_list","-","-","-"
"-","Amblyeleotris arcupinna","-","Gobiidae","long_list","-","Amblyeleotris arcupinna","-"
"990552","Amblyeleotris aurora","-","Gobiidae","long_list","-","-","-"
"-","Amblyeleotris bellicauda","-","Gobiidae","long_list","-","Amblyeleotris bellicauda","-"
"3040389","Amblyeleotris biguttata","-","Gobiidae","long_list","-","-","-"
"-","Amblyeleotris bleekeri","-","Gobiidae","long_list","-","Amblyeleotris bleekeri","-"
"-","Amblyeleotris callopareia","-","Gobiidae","long_list","-","Amblyeleotris callopareia","-"
"-","Amblyeleotris delicatulus","-","Gobiidae","long_list","-","Amblyeleotris delicatulus","-"
"1146950","Amblyeleotris diagonalis","-","Gobiidae","long_list","-","-","-"
"2584507","Amblyeleotris downingi","-","Gobiidae","long_list","-","-","-"
"-","Amblyeleotris ellipse","-","Gobiidae","long_list","-","Amblyeleotris ellipse","-"
"622397","Amblyeleotris fasciata","-","Gobiidae","long_list","-","-","-"
"2797440","Amblyeleotris fontanesii","-","Gobiidae","long_list","-","-","-"
"150258","Amblyeleotris guttata","-","Gobiidae","long_list","-","-","-"
"622398","Amblyeleotris gymnocephala","-","Gobiidae","long_list","-","-","-"
"-","Amblyeleotris harrisorum","-","Gobiidae","long_list","-","Amblyeleotris harrisorum","-"
"2608409","Amblyeleotris japonica","-","Gobiidae","long_list","-","-","-"
"2608410","Amblyeleotris latifasciata","-","Gobiidae","long_list","-","-","-"
"2650376","Amblyeleotris macronema","-","Gobiidae","long_list","-","-","-"
"2589286","Amblyeleotris marquesas","-","Gobiidae","long_list","-","-","-"
"2768278","Amblyeleotris masuii","-","Gobiidae","long_list","-","-","-"
"2768277","Amblyeleotris melanocephala","-","Gobiidae","long_list","-","-","-"
"-","Amblyeleotris memnonia","-","Gobiidae","long_list","-","Amblyeleotris memnonia","-"
"-","Amblyeleotris neglecta","-","Gobiidae","long_list","-","Amblyeleotris neglecta","-"
"-","Amblyeleotris neumanni","-","Gobiidae","long_list","-","Amblyeleotris neumanni","-"
"-","Amblyeleotris novaecaledoniae","-","Gobiidae","long_list","-","Amblyeleotris novaecaledoniae","-"
"2768285","Amblyeleotris ogasawarensis","-","Gobiidae","long_list","-","-","-"
"622399","Amblyeleotris periophthalma","-","Gobiidae","long_list","-","-","-"
"622400","Amblyeleotris randalli","-","Gobiidae","long_list","-","-","-"
"-","Amblyeleotris rhyax","-","Gobiidae","long_list","-","Amblyeleotris rhyax","-"
"2013015","Amblyeleotris rubrimarginata","-","Gobiidae","long_list","-","-","-"
"586770","Amblyeleotris steinitzi","-","Gobiidae","long_list","-","-","-"
"-","Amblyeleotris stenotaeniata","-","Gobiidae","long_list","-","Amblyeleotris stenotaeniata","-"
"586771","Amblyeleotris sungami","-","Gobiidae","long_list","-","-","-"
"-","Amblyeleotris taipinensis","-","Gobiidae","long_list","-","Amblyeleotris taipinensis","-"
"-","Amblyeleotris triguttata","-","Gobiidae","long_list","-","Amblyeleotris triguttata","-"
"166729","Amblyeleotris wheeleri","-","Gobiidae","long_list","-","-","-"
"622401","Amblyeleotris yanoi","-","Gobiidae","long_list","-","-","-"
"990553","Amblygobius albimaculatus","-","Gobiidae","long_list","-","-","-"
"2483454","Amblygobius buanensis","-","Gobiidae","long_list","-","-","-"
"-","Amblygobius bynoensis","-","Gobiidae","long_list","-","Amblygobius bynoensis","-"
"-","Amblygobius calvatus","-","Gobiidae","long_list","-","Amblygobius calvatus","-"
"-","Amblygobius cheraphilus","-","Gobiidae","long_list","-","Amblygobius cheraphilus","-"
"586772","Amblygobius decussatus","-","Gobiidae","long_list","-","-","-"
"1366279","Amblygobius esakiae","-","Gobiidae","long_list","-","-","-"
"-","Amblygobius linki","-","Gobiidae","long_list","-","Amblygobius linki","-"
"-","Amblygobius magnusi","-","Gobiidae","long_list","-","Amblygobius magnusi","-"
"166731","Amblygobius nocturnus","-","Gobiidae","long_list","-","-","-"
"166732","Amblygobius phalaena","-","Gobiidae","long_list","-","-","-"
"-","Amblygobius semicinctus","-","Gobiidae","long_list","-","Amblygobius semicinctus","-"
"-","Amblygobius sewardii","-","Gobiidae","long_list","-","Amblygobius sewardii","-"
"1146951","Amblygobius sphynx","-","Gobiidae","long_list","-","-","-"
"2494320","Amblygobius stethophthalmus","-","Gobiidae","long_list","-","-","-"
"-","Amblygobius tekomaji","-","Gobiidae","long_list","-","Amblygobius tekomaji","-"
"1979811","Amblyotrypauchen arctocephalus","-","Gobiidae","long_list","-","-","-"
"1365531","Amoya gracilis","-","Gobiidae","long_list","-","-","-"
"-","Amoya madraspatensis","-","Gobiidae","long_list","-","Amoya madraspatensis","-"
"1366218","Amoya signata","-","Gobiidae","long_list","-","-","-"
"3040390","Ancistrogobius dipus","-","Gobiidae","long_list","-","-","-"
"-","Ancistrogobius squamiceps","-","Gobiidae","long_list","-","Ancistrogobius squamiceps","-"
"-","Ancistrogobius yanoi","-","Gobiidae","long_list","-","Ancistrogobius yanoi","-"
"2768308","Ancistrogobius yoshigoui","-","Gobiidae","long_list","-","-","-"
"2008637","Antilligobius nikkiae","-","Gobiidae","long_list","-","-","-"
"441899","Aphia minuta","-","Gobiidae","long_list","-","-","-"
"1365671","Apocryptes bato","-","Gobiidae","long_list","-","-","-"
"2650368","Apocryptodon madurensis","-","Gobiidae","long_list","-","-","-"
"1297156","Arcygobius baliurus","-","Gobiidae","long_list","-","-","-"
"376892","Arenigobius bifrenatus","-","Gobiidae","long_list","-","-","-"
"376891","Arenigobius frenatus","-","Gobiidae","long_list","-","-","-"
"-","Arenigobius leftwichi","-","Gobiidae","long_list","-","Arenigobius leftwichi","-"
"203279","Aruma histrio","-","Gobiidae","long_list","-","-","-"
"1366219","Asterropteryx atripes","-","Gobiidae","long_list","-","-","-"
"3040394","Asterropteryx bipunctata","-","Gobiidae","long_list","-","-","-"
"622402","Asterropteryx ensifera","-","Gobiidae","long_list","-","-","-"
"-","Asterropteryx ovata","-","Gobiidae","long_list","-","Asterropteryx ovata","-"
"-","Asterropteryx profunda","-","Gobiidae","long_list","-","Asterropteryx profunda","-"
"151713","Asterropteryx semipunctata","-","Gobiidae","long_list","-","-","-"
"2768282","Asterropteryx senoui","-","Gobiidae","long_list","-","-","-"
"2768275","Asterropteryx spinosa","-","Gobiidae","long_list","-","-","-"
"-","Asterropteryx striata","-","Gobiidae","long_list","-","Asterropteryx striata","-"
"-","Astrabe fasciata","-","Gobiidae","long_list","-","Astrabe fasciata","-"
"646629","Astrabe flavimaculata","-","Gobiidae","long_list","-","-","-"
"2608412","Astrabe lactisella","-","Gobiidae","long_list","-","-","-"
"-","Aulopareia janetae","-","Gobiidae","long_list","-","Aulopareia janetae","-"
"-","Aulopareia koumansi","-","Gobiidae","long_list","-","Aulopareia koumansi","-"
"-","Aulopareia spilopterus","-","Gobiidae","long_list","-","Aulopareia spilopterus","-"
"2888844","Austrolethops wardi","-","Gobiidae","long_list","-","-","-"
"-","Awaouichthys menoni","-","Gobiidae","long_list","-","Awaouichthys menoni","-"
"-","Awaous fluviatilis","-","Gobiidae","long_list","-","Awaous fluviatilis","-"
"70084","Awaous guamensis","-","Gobiidae","long_list","-","-","-"
"2850079","Awaous jayakari","-","Gobiidae","long_list","-","-","-"
"508007","Awaous melanocephalus","-","Gobiidae","long_list","-","-","-"
"-","Awaous nigripinnis","-","Gobiidae","long_list","-","Awaous nigripinnis","-"
"1124502","Awaous ocellaris","-","Gobiidae","long_list","-","-","-"
"-","Barbulifer antennatus","-","Gobiidae","long_list","-","Barbulifer antennatus","-"
"166734","Barbulifer ceuthoecus","-","Gobiidae","long_list","-","-","-"
"-","Barbulifer enigmaticus","-","Gobiidae","long_list","-","Barbulifer enigmaticus","-"
"-","Barbulifer mexicanus","-","Gobiidae","long_list","-","Barbulifer mexicanus","-"
"-","Barbulifer pantherinus","-","Gobiidae","long_list","-","Barbulifer pantherinus","-"
"2057082","Barbuligobius boehlkei","-","Gobiidae","long_list","-","-","-"
"-","Bathygobius aeolosoma","-","Gobiidae","long_list","-","Bathygobius aeolosoma","-"
"-","Bathygobius albopunctatus","-","Gobiidae","long_list","-","Bathygobius albopunctatus","-"
"863436","Bathygobius andrei","-","Gobiidae","long_list","-","-","-"
"863437","Bathygobius antilliensis","-","Gobiidae","long_list","-","-","-"
"-","Bathygobius arundelii","-","Gobiidae","long_list","-","Bathygobius arundelii","-"
"-","Bathygobius brasiliensis","-","Gobiidae","long_list","-","Bathygobius brasiliensis","-"
"-","Bathygobius burtoni","-","Gobiidae","long_list","-","Bathygobius burtoni","-"
"1762058","Bathygobius casamancus","-","Gobiidae","long_list","-","-","-"
"1090891","Bathygobius coalitus","-","Gobiidae","long_list","-","-","-"
"166735","Bathygobius cocosensis","-","Gobiidae","long_list","-","-","-"
"1156088","Bathygobius cotticeps","-","Gobiidae","long_list","-","-","-"
"163632","Bathygobius curacao","-","Gobiidae","long_list","-","-","-"
"515217","Bathygobius cyclopterus","-","Gobiidae","long_list","-","-","-"
"-","Bathygobius fishelsoni","-","Gobiidae","long_list","-","Bathygobius fishelsoni","-"
"515216","Bathygobius fuscus","-","Gobiidae","long_list","-","-","-"
"863438","Bathygobius geminatus","-","Gobiidae","long_list","-","-","-"
"515215","Bathygobius hongkongensis","-","Gobiidae","long_list","-","-","-"
"-","Bathygobius karachiensis","-","Gobiidae","long_list","-","Bathygobius karachiensis","-"
"-","Bathygobius krefftii","-","Gobiidae","long_list","-","Bathygobius krefftii","-"
"863439","Bathygobius lacertus","-","Gobiidae","long_list","-","-","-"
"990561","Bathygobius laddi","-","Gobiidae","long_list","-","-","-"
"1090892","Bathygobius lineatus","-","Gobiidae","long_list","-","-","-"
"2698438","Bathygobius meggitti","-","Gobiidae","long_list","-","-","-"
"863440","Bathygobius mystacium","-","Gobiidae","long_list","-","-","-"
"-","Bathygobius niger","-","Gobiidae","long_list","-","Bathygobius niger","-"
"-","Bathygobius ostreicola","-","Gobiidae","long_list","-","Bathygobius ostreicola","-"
"-","Bathygobius panayensis","-","Gobiidae","long_list","-","Bathygobius panayensis","-"
"2768276","Bathygobius petrophilus","-","Gobiidae","long_list","-","-","-"
"863441","Bathygobius ramosus","-","Gobiidae","long_list","-","-","-"
"-","Bathygobius smithi","-","Gobiidae","long_list","-","Bathygobius smithi","-"
"314015","Bathygobius soporator","-","Gobiidae","long_list","-","-","-"
"637950","Benthophilus abdurahmanovi","-","Gobiidae","long_list","-","-","-"
"-","Benthophilus pinchuki","-","Gobiidae","long_list","-","Benthophilus pinchuki","-"
"-","Biendongella hemilissa","-","Gobiidae","long_list","-","Biendongella hemilissa","-"
"-","Biendongella iljini","-","Gobiidae","long_list","-","Biendongella iljini","-"
"-","Boleophthalmus birdsongi","-","Gobiidae","long_list","-","Boleophthalmus birdsongi","-"
"1282961","Boleophthalmus boddarti","-","Gobiidae","long_list","-","-","-"
"-","Boleophthalmus caeruleomaculatus","-","Gobiidae","long_list","-","Boleophthalmus caeruleomaculatus","-"
"1664192","Boleophthalmus dussumieri","-","Gobiidae","long_list","-","-","-"
"150288","Boleophthalmus pectinirostris","-","Gobiidae","long_list","-","-","-"
"-","Boleophthalmus poti","-","Gobiidae","long_list","-","Boleophthalmus poti","-"
"203283","Bollmannia boqueronensis","-","Gobiidae","long_list","-","-","-"
"203284","Bollmannia chlamydes","-","Gobiidae","long_list","-","-","-"
"203285","Bollmannia communis","-","Gobiidae","long_list","-","-","-"
"2008620","Bollmannia eigenmanni","-","Gobiidae","long_list","-","-","-"
"-","Bollmannia eigenmannorum","-","Gobiidae","long_list","-","Bollmannia eigenmannorum","-"
"-","Bollmannia gomezi","-","Gobiidae","long_list","-","Bollmannia gomezi","-"
"-","Bollmannia litura","-","Gobiidae","long_list","-","Bollmannia litura","-"
"1365537","Bollmannia macropoma","-","Gobiidae","long_list","-","-","-"
"203286","Bollmannia marginalis","-","Gobiidae","long_list","-","-","-"
"-","Bollmannia ocellata","-","Gobiidae","long_list","-","Bollmannia ocellata","-"
"-","Bollmannia pawneea","-","Gobiidae","long_list","-","Bollmannia pawneea","-"
"-","Bollmannia stigmatura","-","Gobiidae","long_list","-","Bollmannia stigmatura","-"
"-","Bollmannia umbrosa","-","Gobiidae","long_list","-","Bollmannia umbrosa","-"
"-","Bryaninops amplus","-","Gobiidae","long_list","-","Bryaninops amplus","-"
"-","Bryaninops annella","-","Gobiidae","long_list","-","Bryaninops annella","-"
"-","Bryaninops dianneae","-","Gobiidae","long_list","-","Bryaninops dianneae","-"
"-","Bryaninops discus","-","Gobiidae","long_list","-","Bryaninops discus","-"
"-","Bryaninops earlei","-","Gobiidae","long_list","-","Bryaninops earlei","-"
"2741206","Bryaninops erythrops","-","Gobiidae","long_list","-","-","-"
"-","Bryaninops isis","-","Gobiidae","long_list","-","Bryaninops isis","-"
"-","Bryaninops loki","-","Gobiidae","long_list","-","Bryaninops loki","-"
"595627","Bryaninops natans","-","Gobiidae","long_list","-","-","-"
"-","Bryaninops nexus","-","Gobiidae","long_list","-","Bryaninops nexus","-"
"595628","Bryaninops ridens","-","Gobiidae","long_list","-","-","-"
"-","Bryaninops spongicolus","-","Gobiidae","long_list","-","Bryaninops spongicolus","-"
"-","Bryaninops tectus","-","Gobiidae","long_list","-","Bryaninops tectus","-"
"2768274","Bryaninops tigris","-","Gobiidae","long_list","-","-","-"
"-","Bryaninops translucens","-","Gobiidae","long_list","-","Bryaninops translucens","-"
"990214","Bryaninops yongei","-","Gobiidae","long_list","-","-","-"
"441901","Buenia affinis","-","Gobiidae","long_list","-","-","-"
"1552233","Buenia jeffreysii","-","Gobiidae","long_list","-","-","-"
"-","Buenia lombartei","-","Gobiidae","long_list","-","Buenia lombartei","-"
"2014787","Buenia massutii","-","Gobiidae","long_list","-","-","-"
"-","Cabillus atripelvicus","-","Gobiidae","long_list","-","Cabillus atripelvicus","-"
"-","Cabillus caudimacula","-","Gobiidae","long_list","-","Cabillus caudimacula","-"
"1311418","Cabillus lacertops","-","Gobiidae","long_list","-","-","-"
"-","Cabillus macrophthalmus","-","Gobiidae","long_list","-","Cabillus macrophthalmus","-"
"-","Cabillus nigromarginatus","-","Gobiidae","long_list","-","Cabillus nigromarginatus","-"
"-","Cabillus nigrostigmus","-","Gobiidae","long_list","-","Cabillus nigrostigmus","-"
"-","Cabillus pexus","-","Gobiidae","long_list","-","Cabillus pexus","-"
"166737","Cabillus tongarevae","-","Gobiidae","long_list","-","-","-"
"-","Caffrogobius agulhensis","-","Gobiidae","long_list","-","Caffrogobius agulhensis","-"
"505233","Caffrogobius caffer","-","Gobiidae","long_list","-","-","-"
"-","Caffrogobius dubius","-","Gobiidae","long_list","-","Caffrogobius dubius","-"
"-","Caffrogobius gilchristi","-","Gobiidae","long_list","-","Caffrogobius gilchristi","-"
"-","Caffrogobius natalensis","-","Gobiidae","long_list","-","Caffrogobius natalensis","-"
"-","Caffrogobius nudiceps","-","Gobiidae","long_list","-","Caffrogobius nudiceps","-"
"990215","Caffrogobius saldanha","-","Gobiidae","long_list","-","-","-"
"-","Callogobius albipunctatus","-","Gobiidae","long_list","-","Callogobius albipunctatus","-"
"2067685","Callogobius amikami","-","Gobiidae","long_list","-","-","-"
"-","Callogobius andamanensis","-","Gobiidae","long_list","-","Callogobius andamanensis","-"
"-","Callogobius bauchotae","-","Gobiidae","long_list","-","Callogobius bauchotae","-"
"512321","Callogobius bifasciatus","-","Gobiidae","long_list","-","-","-"
"-","Callogobius bothriorrhynchus","-","Gobiidae","long_list","-","Callogobius bothriorrhynchus","-"
"-","Callogobius centrolepis","-","Gobiidae","long_list","-","Callogobius centrolepis","-"
"-","Callogobius clarki","-","Gobiidae","long_list","-","Callogobius clarki","-"
"-","Callogobius clitellus","-","Gobiidae","long_list","-","Callogobius clitellus","-"
"-","Callogobius crassus","-","Gobiidae","long_list","-","Callogobius crassus","-"
"-","Callogobius depressus","-","Gobiidae","long_list","sample_acquired","Callogobius depressus","-"
"-","Callogobius dori","-","Gobiidae","long_list","-","Callogobius dori","-"
"-","Callogobius dorsomaculatus","-","Gobiidae","long_list","-","Callogobius dorsomaculatus","-"
"-","Callogobius falx","-","Gobiidae","long_list","-","Callogobius falx","-"
"-","Callogobius flavobrunneus","-","Gobiidae","long_list","-","Callogobius flavobrunneus","-"
"2608419","Callogobius hasseltii","-","Gobiidae","long_list","-","-","-"
"-","Callogobius hastatus","-","Gobiidae","long_list","-","Callogobius hastatus","-"
"-","Callogobius illotus","-","Gobiidae","long_list","-","Callogobius illotus","-"
"-","Callogobius liolepis","-","Gobiidae","long_list","-","Callogobius liolepis","-"
"2569857","Callogobius maculipinnis","-","Gobiidae","long_list","-","-","-"
"-","Callogobius mannarensis","-","Gobiidae","long_list","-","Callogobius mannarensis","-"
"-","Callogobius mucosus","-","Gobiidae","long_list","-","Callogobius mucosus","-"
"3027577","Callogobius nigromarginatus","-","Gobiidae","long_list","-","-","-"
"1642128","Callogobius okinawae","-","Gobiidae","long_list","-","-","-"
"-","Callogobius pilosimentum","-","Gobiidae","long_list","-","Callogobius pilosimentum","-"
"-","Callogobius plumatus","-","Gobiidae","long_list","-","Callogobius plumatus","-"
"-","Callogobius producta","-","Gobiidae","long_list","-","Callogobius producta","-"
"-","Callogobius santa","-","Gobiidae","long_list","-","Callogobius santa","-"
"166739","Callogobius sclateri","-","Gobiidae","long_list","-","-","-"
"-","Callogobius sheni","-","Gobiidae","long_list","-","Callogobius sheni","-"
"-","Callogobius shunkan","-","Gobiidae","long_list","-","Callogobius shunkan","-"
"1642127","Callogobius snelliusi","-","Gobiidae","long_list","-","-","-"
"-","Callogobius snyderi","-","Gobiidae","long_list","-","Callogobius snyderi","-"
"-","Callogobius swifti","-","Gobiidae","long_list","-","Callogobius swifti","-"
"-","Callogobius trifasciatus","-","Gobiidae","long_list","-","Callogobius trifasciatus","-"
"-","Callogobius tutuilae","-","Gobiidae","long_list","-","Callogobius tutuilae","-"
"-","Callogobius winterbottomi","-","Gobiidae","long_list","-","Callogobius winterbottomi","-"
"-","Caragobius rubristriatus","-","Gobiidae","long_list","-","Caragobius rubristriatus","-"
"2008638","Carrigobius amblyrhynchus","-","Gobiidae","long_list","-","-","-"
"2591845","Cerogobius petrophilus","-","Gobiidae","long_list","-","-","-"
"646541","Chaenogobius gulosus","-","Gobiidae","long_list","-","-","-"
"-","Chaenogobius raninus","-","Gobiidae","long_list","-","Chaenogobius raninus","-"
"-","Chaeturichthys jeoni","-","Gobiidae","long_list","-","Chaeturichthys jeoni","-"
"1124596","Chaeturichthys stigmatias","-","Gobiidae","long_list","-","-","-"
"1231918","Chasmichthys dolichognathus","-","Gobiidae","long_list","-","-","-"
"-","Chriolepis atrimelum","-","Gobiidae","long_list","-","Chriolepis atrimelum","-"
"-","Chriolepis benthonis","-","Gobiidae","long_list","-","Chriolepis benthonis","-"
"-","Chriolepis bilix","-","Gobiidae","long_list","-","Chriolepis bilix","-"
"-","Chriolepis cuneata","-","Gobiidae","long_list","-","Chriolepis cuneata","-"
"1365541","Chriolepis dialepta","-","Gobiidae","long_list","-","-","-"
"-","Chriolepis fisheri","-","Gobiidae","long_list","-","Chriolepis fisheri","-"
"-","Chriolepis lepidota","-","Gobiidae","long_list","-","Chriolepis lepidota","-"
"-","Chriolepis minutilla","-","Gobiidae","long_list","-","Chriolepis minutilla","-"
"2008621","Chriolepis roosevelti","-","Gobiidae","long_list","-","-","-"
"1365577","Chriolepis semisquamata","-","Gobiidae","long_list","-","-","-"
"-","Chriolepis tagus","-","Gobiidae","long_list","-","Chriolepis tagus","-"
"-","Chriolepis vespa","-","Gobiidae","long_list","-","Chriolepis vespa","-"
"203288","Chriolepis zebra","-","Gobiidae","long_list","-","-","-"
"1365542","Chromogobius britoi","-","Gobiidae","long_list","-","-","-"
"579948","Chromogobius quadrivittatus","-","Gobiidae","long_list","-","-","-"
"596122","Chromogobius zebratus","-","Gobiidae","long_list","-","-","-"
"-","Clariger chionomaculatus","-","Gobiidae","long_list","-","Clariger chionomaculatus","-"
"249131","Clariger cosmurus","-","Gobiidae","long_list","-","-","-"
"646540","Clariger exilis","-","Gobiidae","long_list","-","-","-"
"2608426","Clariger papillosus","-","Gobiidae","long_list","-","-","-"
"-","Clariger sirahamaensis","-","Gobiidae","long_list","-","Clariger sirahamaensis","-"
